IATA_CODE,ENG_AIRPORT_NAME,KOR_AIRPORT_NAME,ENG_CITY_NAME,KOR_CITY_NAME,KOR_COUNTRY_NAME,ENG_COUNTRY_NAME,VIEW_COUNT
SCX,Salina Cruz Airport,살리나 크루즈 공항,Salina Cruz,살리나 크루즈,멕시코,Mexico,0
SCY,San Cristobal Airport,산 크리스토발 공항,San Cristobal Island,산 크리스토발 섬,에콰도르,Ecuador,0
SCZ,Santa Cruz/Graciosa Bay/Luova Airport,산타크루즈/그라시오사 베이/루오바 공항,Santa Cruz Islands,산타 크루즈 제도,솔로몬 제도,Solomon Islands,0
SDD,Lubango Mukanka Airport,루방고 무칸카 공항,Lubango,루방고,앙골라,Angola,0
SDE,Vicecomodoro angel de la Paz Aragones Airport,비스코모도로 앙헬 데 라 파스 아라고네스 공항,Santiago del Estero,산티아고 델 에스테로,아르헨티나,Argentina,0
SDF,Louisville International Airport,루이빌 국제공항,Louisville,루이빌,미국,United States,0
SDG,Sanandaj Airport,사난다즈 공항,Sanandaj,사난다즈,이란,Iran,0
SDJ,Sendai Airport,센다이 공항,Sendai,센다이,일본,Japan,0
SDK,Sandakan Airport,산다칸 공항,Sandakan,산다칸,말레이시아,Malaysia,0
SDL,Sundsvall Timra Airport,순스발 티므루 공항,Sundsvall-HArnsand,순스발-한샌드,스웨덴,Sweden,0
SDN,Sandane Airport Anda,산다네 공항,Sandane,산다네,노르웨이,Norway,0
SDP,Sand Point Airport,샌드 포인트 공항,Sand Point,샌드 포인트,미국,United States,0
SDQ,Las Americas International Airport,라스 아메리카스 국제 공항,Santo Domingo,산토도밍고,도미니카공화국,Dominican Republic,0
SDR,Santander Airport,산탄데르 공항,Santander,산탄데르,스페인,Spain,0
SDS,Sado Airport,사도공항,Sado,사도,일본,Japan,0
SDT,Saidu Sharif Airport,사이두 샤리프 공항,Saidu Sharif,사이두 샤리프,파키스탄,Pakistan,0
SDU,Santos Dumont Airport,산토스 두몽 공항,Rio de Janeiro,리우데자네이루,브라질,Brazil,0
SDY,Sidney Richland Municipal Airport,시드니 리치랜드 공항,Sidney,시드니,미국,United States,0
SEA,Seattle Tacoma International Airport,시애틀 타코마 국제공항,Seattle,시애틀,미국,United States,0
SEB,Sabha Airport,사바 공항,Sebha,세바,리비아,Libya,0
SEK,Srednekolymsk Airport,스레드네콜림스크 공항,Srednekolymsk,스레드네콜림스크,러시아,Russia,0
SEN,London Southend Airport,런던 사우스엔드 공항,London-Southend,런던-사우스엔드,영국,United Kingdom,0
SEU,Seronera Airstrip,세로네라 활주로,Seronera,세로네라,탄자니아,Tanzania,0
SEW,Siwa Oasis North Airport,시와 오아시스 노스 에어포트,Siwa Oasis,시와 오아시스,이집트,Egypt,0
SEZ,Seychelles International Airport,세이셸 국제 공항,Mahe Island,마헤아일랜드,세이셸,Seychelles,0
SFA,Sfax Thyna International Airport,스팍스 티나 국제공항,Sfax,스팍스,튀니지,Tunisia,0
SFB,Orlando Sanford International Airport,올랜도 샌포드 국제 공항,Orlando,올랜도,미국,United States,0
SFD,Las Flecheras Airport,라스 플레체라스 공항,San Fernando,산 페르난도,베네수엘라,Venezuela,0
SFE,San Fernando Airport,산 페르난도 공항,San Fernando,산 페르난도,필리핀,Philippines,0
SFF,Felts Field,펠츠 필드,Spokane,스포케인,미국,United States,0
SFG,L'Esperance Airport,레스페랑스 공항,StMartin,세인트마틴,세인트마틴(프랑스령),Saint Martin,0
SFJ,Kangerlussuaq Airport,캉게를루수아크 공항,Kangerlussuaq,칸게를루수아크,그린란드,Greenland,0
SFL,Sao Filipe Airport,상 필리페 공항,Sao Filipe,상 필리페,카보베르데,Cape Verde,0
SFN,Sauce Viejo Airport,사우세 비에호 공항,SantaFe,싼타페,아르헨티나,Argentina,0
SFO,San Francisco International Airport,샌프란시스코 국제 공항,San Francisco,샌프란시스코,미국,United States,0
SFS,Subic Bay International Airport,수빅 베이 국제 공항,Subic Bay,수빅 만,필리핀,Philippines,0
SFT,Skelleftea Airport,스켈레프테오 공항,Skelleftea,스켈레프테아,스웨덴,Sweden,0
SFX,Macagua Airport,마카과 공항,San Felix,산 펠릭스,베네수엘라,Venezuela,0
SGC,Surgut International Airport,수르구트 국제공항,Surgut,수르구트,러시아,Russia,0
SGD,Sonderborg Airport,쇠네르보르 공항,Sonderborg,존더보그,덴마크,Denmark,0
SGE,Siegerland Airport,시거랜드 공항,Siegen,지겐,독일,Germany,0
SGF,SpringFieldBranson National Airport,스프링필드 브랜슨 내셔널 공항,Springfield,스프링필드,미국,United States,0
SGG,Simanggang Airport,시망강 공항,Sermiligaaq,세르밀리가크,말레이시아,Malaysia,0
SGK,Sangapi Airport,상가피 공항,Sangapi,산가피,파푸아뉴기니,Papua New Guinea,0
SGL,Sangley Point Airport,생레이 포인트 공항,Manila,마닐라,필리핀,Philippines,0
SGN,Tan Son Nhat International Airport,탄손누트 국제공항,HoChiMinh City,호치민시,베트남,Vietnam,0
SGO,St George Airport,세인트 조지 공항,St George,세인트 조지,오스트레일리아,Australia,0
SGT,Stuttgart Municipal Airport,슈투트가르트 공항,Stuttgart,슈투트가르트,미국,United States,0
SGU,St. George Regional Airport,세인트 조지 공항,St George,세인트 조지,미국,United States,0
SGX,Songea Airport,송에아 공항,Songea,송게아,탄자니아,Tanzania,0
SGY,Skagway Airport,스캐그웨이 공항,Skagway,스캐그웨이,미국,United States,0
SHA,Shanghai Hongqiao International Airport,상하이 훙차오 국제공항,Shanghai,상하이,중국,China,0
SHB,Nakashibetsu Airport,나카시베쓰 공항,Nakashibetsu,나카시베츠,일본,Japan,0
SHC,Shire Airport,샤이어 공항,IndaSelassie,인다셀라시에,이디오피아,Ethiopia,0
SHD,Shenandoah Valley Regional Airport,셰넌도어 밸리 공항,Staunton-Waynesboro,스턴턴-웨인스보로,미국,United States,0
SHE,Shenyang Taoxian International Airport,선양 타오셴 국제공항,Shenyang,선양,중국,China,0
SHF,Shihezi Huayuan Airport,스허지 화위안 공항,Shihezi,스허즈,중국,China,0
SHG,Shungnak Airport,슝낙 공항,Shungnak,성락,미국,United States,0
SHH,Shishmaref Airport,시슈마레프 공항,Shishmaref,시슈마레프,미국,United States,0
SHI,Shimojishima Airport,시모지시마 공항,Shimojishima,시모지시마,일본,Japan,0
SHJ,Sharjah International Airport,샤르자 국제 공항,Sharjah,샤르자,아랍에미레이트,United Arab Emirates,0
SHL,Shillong Airport,실롱 공항,Shillong,실롱,인도,India,0
SHM,Nanki Shirahama Airport,난키 시라하마 공항,Shirahama,시라하마,일본,Japan,0
SHO,King Mswati III International Airport,킹 음스와티 3세 국제공항,Manzini,만지니,에스와티니,Eswatini,0
SHR,Sheridan County Airport,셰리든 카운티 공항,Sheridan,셰리던,미국,United States,0
SHS,Shashi Airport,샤시 공항,Jingzhou,징저우,중국,China,0
SHV,Shreveport Regional Airport,슈리브포트 공항,Shreveport,슈리브포트,미국,United States,0
SHW,Sharurah Domestic Airport,샤루라 국내선 공항,Sharurah,샤루라,사우디아라비아,Saudi Arabia,0
SHX,Shageluk Airport,샤겔룩 공항,Shageluk,샤겔룩,미국,United States,0
SHY,Shinyanga Airport,신양가공항,Shinyanga,신양가,탄자니아,Tanzania,0
SIB,Sibiti Airport,시비티 공항,Sibiti,시비티,콩고,Republic of the Congo,0
SIC,San Jose Airport,산호세 공항,San Jose Island,산호세 섬,파나마,Panama,0
SID,AmIlcar Cabral International Airport,아밀카르 카브랄 국제공항,Sal,남자 이름,카보베르데,Cape Verde,0
SIF,Simara Airport,시마라 공항,Simara,시마라,네팔,Nepal,0
SIG,Fernando Luis Ribas Dominicci Airport,페르난도 루이스 리바스 도미니치 공항,San Juan,산후안,푸에르토리코,Puerto Rico,0
SIN,Singapore Changi Airport,싱가포르 창이 공항,Singapore,싱가포르,싱가포르,Singapore,0
SIP,Simferopol International Airport,심페로폴 국제 공항,Simferopol,심페로폴,우크라이나,Ukraine,0
SIQ,Dabo Singkep Airport,다보 싱켑 공항,Singkep,싱켑,인도네시아,Indonesia,0
SIR,Sion Airport,시온 공항,Sion,시온,스위스,Switzerland,0
SIS,Sishen Airport,시셴 공항,Sishen,시센,남아프리카,South Africa,0
SIT,Sitka Rocky Gutierrez Airport,싯카 록키 구티에레스 공항,Sitka,시트카,미국,United States,0
SIU,Siuna Airport,시우나 공항,Siuna,시우나,니카라과,Nicaragua,0
SIW,Sibisa Airport,시비사 공항,Parapat,파라팟,인도네시아,Indonesia,0
SJC,San Jose International Airport,산호세 국제 공항,San Jose,산호세,미국,United States,0
SJD,Los Cabos International Airport,로스 카보스 국제 공항,San Jose del Cabo,산호세델카보,멕시코,Mexico,0
SJE,Jorge Enrique Gonzalez Torres Airport,호르헤 엔리케 곤잘레스 토레스 공항,San Jose del Guaviare,산호세 델 과비아레,콜롬비아,Colombia,0
SJI,San Jose Airport,산호세 공항,San Jose,산호세,필리핀,Philippines,0
SJJ,Sarajevo International Airport,사라예보 국제 공항,Sarajevo,사라예보,보스니아 헤르체고비나,Bosnia and Herzegovina,0
SJK,Professor Urbano Ernesto Stumpf Airport,우르바노 에르네스토 스텀프 공항교수,Sao Jose dos Campos,상 호세 도스 캄포스,브라질,Brazil,0
SJL,Sao Gabriel da Cachoeira Airport,상 가브리엘 다 카초에이라 공항,Sao Gabriel da Cachoeira,상 가브리엘 다 카초에이라,브라질,Brazil,0
SJM,San Juan de la Maguana Airport,산 후안 데 라 마구아나 공항,San Juan de la Maguana,산 후안 데 라 마구아나,도미니카공화국,Dominican Republic,0
SJO,Juan SantamarIa International Airport,후안 산타마리아 국제공항,San Jose,산호세,코스타리카,Costa Rica,0
SJP,Prof. Eribelto Manoel Reino State Airport,에리벨토 마노엘 레이노 주립 공항교수,Sao Jose do Rio Preto,상 호세 두 리우 프레투,브라질,Brazil,0
SJS,San Jose de Chiquitos Airport,산호세 데 치키토스 공항,San Jose de Chiquitos,산호세 데 치키토스,볼리비아,Bolivia,0
SJT,San Angelo Regional Airport,샌앤젤로 지역공항,San Angelo,샌안젤로,미국,United States,0
SJU,Luis Munoz MarIn International Airport,루이스 무뇨스 마린 국제공항,San Juan,산후안,푸에르토리코,Puerto Rico,0
SJW,Shijiazhuang Zhengding International Airport,스자좡 정딩 국제공항,Shijiazhuang,스자좡,중국,China,0
SJY,SeinAjoki Airport,세이나요키 공항,SeinAjoki,세인아요키,핀란드,Finland,0
SJZ,Sao Jorge Airport,상 조르즈 공항,Sao Jorge Island,상 조르제 섬,포르투갈,Portugal,0
SKA,Fairchild Air Force Base,페어차일드 공군기지,Spokane,스포케인,미국,United States,0
SKB,Robert L. Bradshaw International Airport,로버트 L. 브래드쇼 국제공항,Saint Kitts,세인트 키츠,세인트키츠네비스,Saint Kitts and Nevis,0
SKC,Suki Airport,스키 공항,Suki,수키,파푸아뉴기니,Papua New Guinea,0
SKD,Samarkand International Airport,사마르칸트 국제공항,Samarkand,사마르칸트,우즈베키스탄,Uzbekistan,0
SKE,Skien Airport Geiteryggen,스키엔 공항,Skien,스키엔,노르웨이,Norway,0
SKG,Thessaloniki Airport,테살로니키 공항,Thessaloniki,테살로니키,그리스,Greece,0
SKH,Surkhet Airport,수르케트 공항,Surkhet,수르케트,네팔,Nepal,0
SKK,Shaktoolik Airport,샥툴릭 공항,Shaktoolik,샤크툴릭,미국,United States,0
SKL,Broadford Airfield,브로드포드 비행장,Isle of Skye,스카이 섬,영국,United Kingdom,0
SKN,Stokmarknes Airport Skagen,스톡마크네스 공항,Stokmarknes,스톡마크네스,노르웨이,Norway,0
SKO,Sadiq Abubakar III International Airport,사디크 아부바카르 III 국제공항,Sokoto,소코토,나이지리아,Nigeria,0
SKP,"Skopje ""Alexander the Great"" Airport","스코페 ""알렉산더 대왕"" 공항",Skopje,스코페,마케도니아,North Macedonia,0
SKT,Sialkot International Airport,시알코트 국제 공항,Sialkot,시알코트,파키스탄,Pakistan,0
SKU,Skyros Island National Airport,스키로스 아일랜드 내셔널 공항,Skyros,스키로스,그리스,Greece,0
SKV,St. Catherine International Airport,세인트 캐서린 국제 공항,Saint Catherine,세인트 캐서린,이집트,Egypt,0
SKX,Saransk Airport,사란스크 공항,Saransk,사란스크,러시아,Russia,0
SKZ,Sukkur Airport,수쿠르 공항,Sukkur,수쿠르,파키스탄,Pakistan,0
SLA,MartIn Miguel de Gemes International Airport,마르틴 미겔 데 구에메스 국제 공항,Salta,살타,아르헨티나,Argentina,0
SLC,Salt Lake City International Airport,솔트레이크시티 국제공항,SaltLake,솔트레이크,미국,United States,0
SLD,Sliac Airport,슬리악 공항,Sliac,슬리악,슬로바키아,Slovakia,0
SLE,McNary Field,맥네리 필드,Salem,세일럼,미국,United States,0
SLH,Vanua Lava Airport,바누아 라바 공항,Sola,솔라,바누아투,Vanuatu,0
SLI,Solwezi Airport,솔웨지 공항,Solwezi,솔웨지,잠비아,Zambia,0
SLJ,Solomon Airport,솔로몬 공항,Solomon,솔로몬,오스트레일리아,Australia,0
SLK,Adirondack Regional Airport,애디론댁 공항,Saranac Lake,사라낙 호수,미국,United States,0
SLL,Salalah International Airport,살랄라 국제 공항,Salalah,살랄라,오만,Oman,0
SLM,Salamanca Airport,살라망카 공항,Salamanca,살라망카,스페인,Spain,0
SLN,Salina Regional Airport,살리나 공항,Salina,살리나,미국,United States,0
SLP,Ponciano Arriaga International Airport,폰치아노 아리아가 국제공항,San Luis Potosi,산 루이스 포토시,멕시코,Mexico,0
SLQ,Sleetmute Airport,슬리트무트 공항,Sleetmute,슬릿뮤트,미국,United States,0
SLR,Sulphur Springs Municipal Airport,설파 스프링스 공항,Sulphur Springs,유황천,미국,United States,0
SLU,George F. L. Charles Airport,조지 F. L. 찰스 공항,StLucia,세인트루시아,세인트루시아,Saint Lucia,0
SLV,Shimla Airport,심라 공항,Simla,심라,인도,India,0
SLW,Plan de Guadalupe International Airport,플랜 드 과달루페 국제공항,Saltillo,살티요,멕시코,Mexico,0
SLX,Salt Cay Airport,솔트 케이 공항,Salt Cay,솔트 케이,터크스케이커스 제도,Turks and Caicos Islands,0
SLY,Salekhard Airport,살레하르트 공항,Salekhard,살레하르트,러시아,Russia,0
SLZ,Marechal Cunha Machado International Airport,마레찰 쿠냐 마차도 국제공항,Sao LuIs,상루이스,브라질,Brazil,0
SMA,Santa Maria Airport,산타 마리아 공항,Santa Maria,산타마리아,포르투갈,Portugal,0
SMD,Smith Field,스미스 필드,Fort Wayne,포트웨인,미국,United States,0
SMF,Sacramento International Airport,새크라멘토 국제 공항,Sacramento,새크라멘토,미국,United States,0
SMG,Santa MarIa Airport,산타 마리아 공항,Santa MarIa del Mar,산타 마리아 델 마르,페루,PerU,0
SMI,"Samos International Airport""Aristarchos of Samos""","사모스 국제 공항""사모스의 아리스타르코스""",Samos,사모스,그리스,Greece,0
SMK,St. Michael Airport,세인트 마이클 공항,St. Michael,세인트 마이클,미국,United States,0
SML,Stella Maris Airport,스텔라 마리스 공항,Stella Maris,스텔라 마리스,바하마,Bahamas,0
SMN,Lemhi County Airport,레미 카운티 공항,Salmon,연어,미국,United States,0
SMQ,H. Asan Airport,에이치아산공항,Sampit,샘핏,인도네시아,Indonesia,0
SMR,Simon BolIvar International Airport,시몬 볼리바르 국제 공항,Santa Marta,산타마르타,콜롬비아,Colombia,0
SMS,Sainte Marie Airport,생트 마리 공항,Sainte-Marie,생트 마리,마다가스카르,Madagascar,0
SMV,Samedan Airport,사메단 공항,St. Moritz,세인트 모리츠,스위스,Switzerland,0
SMW,Smara Airport,스마라 공항,Smara,스마라,서사하라,Western Sahara,0
SMX,Santa Maria Public Airport,산타 마리아 퍼블릭 공항,Santa Maria,산타마리아,미국,United States,0
SNA,John Wayne Airport,존 웨인 공항,Santa Ana,산타아나,미국,United States,0
SNB,Snake Bay Airport,스네이크 베이 공항,Milikapiti,밀리카피티,오스트레일리아,Australia,0
SNC,General Ulpiano Paez Airport,제너럴 울피아노 파에즈 공항,Salinas,살리나스,에콰도르,Ecuador,0
SNE,Preguica Airport,프레기사 공항,Sao Nicolau,상 니콜라우,카보베르데,Cape Verde,0
SNG,Capitan Av. Juan Cochamanidis Airport,카피탄 애비뉴 후안 코차마니디스 공항,SanIgnacio,산이그나시오,볼리비아,Bolivia,0
SNN,Shannon Airport,섀넌 공항,Shannon,섀넌,아일랜드,Ireland,0
SNO,Sakon Nakhon Airport,사콘나콘 공항,Sakon Nakhon,사콘나콘,태국,Thailand,0
SNP,St. Paul Island Airport,세인트폴 아일랜드 공항,St. Paul Island,세인트폴섬,미국,United States,0
SNR,Saint Nazaire Montoir Airport,생나제르 몽트와 공항,Saint-Nazaire,생나제르,프랑스,France,0
SNU,Abel SantamarIa Airport,아벨 산타마리아 공항,Santa Clara,산타클라라,쿠바,Cuba,0
SNV,Santa Elena de Uairen Airport,산타 엘레나 데 우아이렌 공항,Santa Elena de Uairen,산타 엘레나 데 우아렌,베네수엘라,Venezuela,0
SNW,Thandwe Airport,탄드웨 공항,Thandwe,탄드웨,미얀마,Myanmar,0
SNX,Semnan Municipal Airport,셈난 시립공항,Semnan,셈난,이란,Iran,0
SNY,Sidney Municipal Airport,시드니 뮤니시펄 공항,Sidney,시드니,미국,United States,0
SOB,HevIz Balaton Airport,헤비즈 발라톤 공항,HevIz,헤비스,헝가리,Hungary,0
SOC,Adisumarmo International Airport,아디수마르모 국제공항,Surakarta,수라카르타,인도네시아,Indonesia,0
SOD,Bertram Luiz Leupolz Sorocaba Airport,베르트람 루이스 로이폴츠 소로카바 공항,Sorocaba,소로카바,브라질,Brazil,0
SOF,Sofia Airport,소피아 공항,Sofia,소피아,불가리아,Bulgaria,0
SOG,Sogndal Airport,송달 공항,Sogndal,송달,노르웨이,Norway,0
SOJ,Sorkjosen Airport,쇠르요센 공항,Sorkjosen,소르코센,노르웨이,Norway,0
SOM,San Tome Airport,산 토메 공항,San Tome,산 토메,베네수엘라,Venezuela,0
SON,Santo Pekoa International Airport,산토 페코아 국제 공항,Luganville,루간빌,바누아투,Vanuatu,0
SOP,Moore County Airport,무어 카운티 공항,Southern Pines,서던 파인스,미국,United States,0
SOQ,Dominique Edward Osok Airport,도미니크 에드워드 오속 공항,Sorong,소롱,인도네시아,Indonesia,0
SOU,Southampton Airport,사우샘프턴 공항,Southampton,사우샘프턴,영국,United Kingdom,0
SOV,Seldovia Airport,셀도비아 공항,Seldovia,셀도비아,미국,United States,0
SOW,Show Low Regional Airport,로우 지역 공항표시,Show Low,낮음 표시,미국,United States,0
SOY,Stronsay Airport,스트론세이 공항,Stronsay,스트론세이,영국,United Kingdom,0
SPC,La Palma Airport,라 팔마 공항,La Palma,라 팔마,스페인,Spain,0
SPD,Saidpur Airport,사이드푸르 공항,Saidpur,사이드푸르,방글라데시,Bangladesh,0
SPI,Abraham Lincoln Capital Airport,에이브러햄 링컨 캐피털 공항,Springfield,스프링필드,미국,United States,0
SPN,Saipan International Airport,사이판 국제공항,Saipan,사이판,북마리아나 제도,Northern Mariana Islands,0
SPP,Menongue Airport,메농그 공항,Menongue,메농그,앙골라,Angola,0
SPR,John Greif II Airport,존 그리프 II 공항,SanPedro,산페드로,벨리즈,Belize,0
SPS,Wichita Falls Municipal Airport,위치타 폴스 공항,Wichita Falls,위치타 폭포,미국,United States,0
SPU,Split Airport,스플리트 공항,Split,나뉘다,크로아티아,Croatia,0
SPX,Sphinx International Airport,스핑크스 국제공항,Giza,기자,이집트,Egypt,0
SPY,San Pedro Airport,산 페드로 공항,San-Pedro,산페드로,코트디부아르,Cote d'Ivoire,0
SQD,Shangrao Sanqingshan Airport,상라오 싼칭산 공항,Shangrao,상라오,중국,China,0
SQG,Tebelian Airport,테벨리안 공항,Sintang,신탕,인도네시아,Indonesia,0
SQH,Na San Airport,나센 공항,SonLa,손라,베트남,Vietnam,0
SQJ,Sanming Shaxian Airport,싼밍 샤셴 공항,Sanming,싼밍,중국,China,0
SQN,Sanana Airport,사나나 공항,Sanana Island,사나나섬,인도네시아,Indonesia,0
SQO,Storuman Airport,스토루만 공항,Storuman,스토루만,스웨덴,Sweden,0
SQQ,siauliai International Airport,샤울라이 국제공항,siauliai,샤울리아이,리투아니아,Lithuania,0
SQR,Soroako Airport,소로아코 공항,Soroako,소로아코,인도네시아,Indonesia,0
SQS,Matthew Spain Airport,매튜 스페인 공항,Belize City,벨리즈 시티,벨리즈,Belize,0
SRA,Santa Rosa Airport,산타로사 공항,Santa Rosa,산타로사,브라질,Brazil,0
SRE,AlcantarI Airport,알칸타리 공항,Sucre,수크레,볼리비아,Bolivia,0
SRG,Achmad Yani International Airport,아흐마드 야니 국제공항,Semarang,세마랑,인도네시아,Indonesia,0
SRH,Sarh Airport,사르 공항,Sarh,사르,차드,Chad,0
SRJ,Capitan German Quiroga Guardia Airport,카피탄 게르만 키로가 과르디아 공항,San Borja,산 보르하,볼리비아,Bolivia,0
SRN,Strahan Airport,스트라한 공항,Strahan,스트라한,오스트레일리아,Australia,0
SRP,Stord Airport Sorstokken,스트로드 공항,Stord,스토르드,노르웨이,Norway,0
SRQ,Sarasota Bradenton International Airport,새러소타 브레이든턴 국제공항,Sarasota,사라소타,미국,United States,0
SRV,Stony River Airport,스토니 리버 공항,Stony River,스토니리버,미국,United States,0
SRX,Gardabya Airport,가르다비아 공항,Sirte,시르테,리비아,Libya,0
SRY,Dasht e Naz Airport,다쉿 나즈 공항,Sari,사리,이란,Iran,0
SRZ,El Trompillo Airport,엘 트롬필로 공항,Santa Cruz,산타 크루즈,볼리비아,Bolivia,0
SSA,Deputado LuIs Eduardo Magalhaes International Airport,데푸타도 루이스 에두아르도 마갈량이스 국제공항,Salvador,살바도르,브라질,Brazil,0
SSE,Solapur Airport,솔라푸르 공항,Solapur,솔라푸르,인도,India,0
SSF,Stinson Municipal Airport,스틴슨 공항,San Antonio,샌안토니오,미국,United States,0
SSG,Malabo International Airport,말라보 국제공항,Malabo,말라보,적도 기니,Equatorial Guinea,0
SSH,Sharm el Sheikh International Airport,샤름 엘 셰이크 국제 공항,Sharm elSheikh,샤름 엘셰이크,이집트,Egypt,0
SSJ,Sandnessjoen Airport Stokka,스토카 공항,Sandnessjoen,산드네스존,노르웨이,Norway,0
SSR,Sara Airport,사라 공항,Sara,사라,바누아투,Vanuatu,0
SSY,Mbanza Congo Airport,음반자 콩고 공항,Mbanza-Congo,음반자-콩고,앙골라,Angola,0
STC,St. Cloud Regional Airport,세인트 클라우드 공항,St. Cloud,세인트클라우드,미국,United States,0
STD,Mayor Buenaventura Vivas Airport,시장 부에나벤투라 비바스 공항,Santo Domingo,산토도밍고,베네수엘라,Venezuela,0
STG,St. George Airport,세인트 조지 공항,St. George,세인트 조지,미국,United States,0
STI,Cibao International Airport,시바오 국제공항,Santiago,산티아고,도미니카공화국,Dominican Republic,0
STL,Lambert St. Louis International Airport,램버트 세인트루이스 국제공항,St. Louis,세인트 루이스,미국,United States,0
STM,Santarem Maestro Wilson Fonseca Airport,산타렘 마에스트로 윌슨 폰세카 공항,Santarem,산타렘,브라질,Brazil,0
STN,London Stansted Airport,런던 스탠스테드 공항,London,런던,영국,United Kingdom,0
STR,Stuttgart Airport,슈투트가르트 공항,Stuttgart,슈투트가르트,독일,Germany,0
STS,Charles M. Schulz Sonoma County Airport,찰스 M. 슐츠 소노마 카운티 공항,Santa Rosa,산타로사,미국,United States,0
STT,Cyril E. King Airport,시릴 E. 킹 공항,St. Thomas Island,세인트 토마스 섬,버진 아일랜드,U.S. Virgin Islands,0
STV,Surat Airport,수랏 공항,Surat,수라트,인도,India,0
STW,Stavropol Shpakovskoye Airport,스타브로폴 슈파콥스코예 공항,Stavropol,스타브로폴,러시아,Russia,0
STX,Henry E. Rohlsen Airport,헨리 E. 롤슨 공항,Saint Croix,세인트 크로이,버진 아일랜드,U.S. Virgin Islands,0
STY,Nueva Hesperides International Airport,누에바 헤스페리데스 국제 공항,Salto,살토,우루과이,Uruguay,0
SUB,Juanda International Airport,주안다 국제 공항,Surabaya,수라바야,인도네시아,Indonesia,0
SUF,Lamezia Terme International Airport,라메지아 테르메 국제공항,Lamezia Terme,라메지아 테르메,이탈리아,Italy,0
SUG,Surigao Airport,수리가오 공항,Surigao,수리가오,필리핀,Philippines,0
SUJ,Satu Mare International Airport,사투마레 국제공항,Satu Mare,사투마레,루마니아,Romania,0
SUK,Sakkyryr Airport,사키리르 공항,Sakkyryr,사키리르,러시아,Russia,0
SUL,Sui Airport,수이공항,Sui,수이,파키스탄,Pakistan,0
SUN,Friedman Memorial Airport,프리드먼 메모리얼 공항,Hailey-Sun Valley,헤일리-선 밸리,미국,United States,0
SUP,Trunojoyo Airport,트루노조요 공항,Trunojoyo,트루노조요,인도네시아,Indonesia,0
SUR,Summer Beaver Airport,서머 비버 공항,Summer Beaver,여름 비버,캐나다,Canada,0
SUS,Spirit of St. Louis Airport,스피릿 오브 세인트루이스 공항,St. Louis,세인트 루이스,미국,United States,0
SUT,Sumbawanga Airport,숨바왕가 공항,Sumbawanga,숨바왕가,탄자니아,Tanzania,0
SUV,Nausori International Airport,나우소리 국제공항,Suva,수바,피지,Fiji,0
SUX,Sioux Gateway Airport,수 게이트웨이 공항,Sioux City,수시티,미국,United States,0
SUY,Suntar Airport,순타르 공항,Suntar,순타르,러시아,Russia,0
SVA,Savoonga Airport,사봉가 공항,Savoonga,사분가,미국,United States,0
SVB,Sambava Airport,삼바바 공항,Sambava,삼바바,마다가스카르,Madagascar,0
SVC,Grant County Airport,그랜트 카운티 공항,Silver City,실버시티,미국,United States,0
SVD,Argyle International Airport,아가일 국제 공항,Saint Vincent,세인트 빈센트,세인트빈센트그레나딘,Saint Vincent and the Grenadines,0
SVG,Stavanger Airport Sola,스타방에르 공항 솔라,Stavanger,스타방에르,노르웨이,Norway,0
SVI,Eduardo Falla Solano Airport,에두아르도 팔라 솔라노 공항,San Vicente ,산 비센테,콜롬비아,Colombia,0
SVJ,Svolvaer Airport Helle,스볼베르 공항,Svolvaer,스볼베르,노르웨이,Norway,0
SVK,Silver Creek Airport,실버 크릭 공항,Belize City,벨리즈 시티,벨리즈,Belize,0
SVL,Savonlinna Airport,사본린나 공항,Savonlinna,사본린나,핀란드,Finland,0
SVN,Hunter Army Airfield,헌터 육군 비행장,Savannah,사바나,미국,United States,0
SVO,Sheremetyevo International Airport,셰레메티예보 국제 공항,Moscow,모스크바,러시아,Russia,0
SVP,Kuito Airport,쿠이토 공항,Kuito,쿠이토,앙골라,Angola,0
SVQ,Sevilla Airport,세비야 공항,Sevilla,세비야,스페인,Spain,0
SVS,Stevens Village Airport,스티븐스 빌리지 공항,Stevens Village,스티븐스 빌리지,미국,United States,0
SVU,Savusavu Airport,사부사부 공항,Savusavu,사부사부,피지,Fiji,0
SVX,Koltsovo International Airport,콜초보 국제 공항,Yekaterinburg,예카테린부르크,러시아,Russia,0
SVZ,Juan Vicente Gomez International Airport,후안 비센테 고메스 국제 공항,San Antonio del Tachira,산 안토니오 델 타치라,베네수엘라,Venezuela,0
SWA,Jieyang Chaoshan International Airport,제양 차오산 국제공항,Shantou,산터우,중국,China,0
SWF,Stewart International Airport,스튜어트 국제 공항,New York,뉴욕,미국,United States,0
SWJ,South West Bay Airport,사우스 웨스트 베이 공항,South West Bay,사우스웨스트베이,바누아투,Vanuatu,0
SWL,San Vicente Airport,산 비센테 공항,San Vicente,산 비센테,필리핀,Philippines,0
SWO,Stillwater Regional Airport,스틸워터 공항,Stillwater,스틸워터,미국,United States,0
SWQ,Sultan Muhammad Kaharuddin III Airport,술탄 무하마드 카하루딘 3세 공항,Sumbawa ,숨바와,인도네시아,Indonesia,0
SWS,Swansea Airport,스완지 공항,Swansea,스완지,영국,United Kingdom,0
SWT,Strezhevoy Airport,스트레체보이 공항,Strezhevoy,스트레제보이,러시아,Russia,0
